name,category,city,phone,rating,reviews_count,website,opportunity_score,estimated_ltv,recommended_pitch,tier
Morning Star Ladies Beauty Parlor And Spa,Beauty Parlour,Chavakkad,919645824527.0,4.9,140.0,,93,146250,"You have 140 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Sheikha Hair And Beauty Salon,Hair Salon,Chavakkad,918089351559.0,4.8,132.0,,93,146250,"You have 132 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Maria Herbal Beauty Clinic,Beauty Parlour,Varkala,919633947505.0,5.0,111.0,,93,146250,"You have 111 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
ELEGANZE UNISEX BEAUTY SALOON & MAKEOVER HUB,Beauty Parlour,,919995710300.0,4.8,144.0,,93,146250,"You have 144 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Beauty Touch Tattoo Studio & Beauty Parlour,Tattoo Shop,Kottakkal,919946139724.0,4.9,155.0,,93,146250,"You have 155 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Smera's Butterfly & Spiff - Beauty Salon For Gents & Ladies,Beauty Parlour,Manjeri,919387070211.0,4.5,194.0,,93,146250,"You have 194 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
HER GLOW BRIDAL RENTALS & COSMETICS,Bridal Shop,Manjeri,919656589091.0,4.8,182.0,,93,146250,"You have 182 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
"Red Rose Ladies Salon, Kottakkal",Beauty Parlour,Kottakkal,919526511211.0,5.0,173.0,,93,146250,"You have 173 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
CHEENAS BEAUTY LOUNGE. SINCE 2004,Beauty Parlour,Varam,919847921492.0,5.0,176.0,,93,146250,"You have 176 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Womens World Ladies Beauty Parlour,Beauty Parlour,Kannur,918281184791.0,4.9,118.0,,93,146250,"You have 118 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
"Sanju's Makeover, Ladies Salon, Chathannoor",Beauty Parlour,Kollam,919744222331.0,4.9,112.0,,93,146250,"You have 112 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Mia Bella Bridal Studio,Beauty Parlour,Kollam,917012370724.0,4.7,121.0,,93,146250,"You have 121 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Le Beaute Fashion & Cosmotology Academy | Beauty Parlour Course Kollam,Beauty School,Kollam,919037070065.0,4.5,112.0,,93,146250,"You have 112 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Nila Makeovers,Beauty Parlour,Kollam,919048105496.0,4.8,112.0,,93,146250,"You have 112 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
"Eleganza, The Mystical Touch Unisex Salon",Beauty Parlour,Varkala,918848034764.0,4.9,101.0,,93,146250,"You have 101 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Team Orchid The Wedding Planners,Wedding Planner,Aikaranad South,919895174858.0,4.5,113.0,,93,1462500,"You have 113 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Haya Bridal Makeup,Make-up Artist,Alappuzha,916238382491.0,5.0,131.0,,93,146250,"You have 131 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Divas Magic Mirror Beauty Lounge,Beauty Parlour,Alappuzha,919207162111.0,4.9,119.0,,93,146250,"You have 119 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
"SENORITTA BEAUTY CLINIC AND MAKE-UP STUDIO ( KOTTAYAM , KERALA )",Beauty Parlour,Kottayam,914812585050.0,4.8,131.0,,93,146250,"You have 131 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Equals Unisex Beauty Hub,Beauty Parlour,Vandanam,917994642626.0,4.8,167.0,,93,146250,"You have 167 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Henna Girl Riya,Make-up Artist,Kannur,916282076416.0,4.8,133.0,,93,146250,"You have 133 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Colours Photography,Wedding Photographer,Kannur,918281000007.0,4.9,195.0,,93,438750,"You have 195 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Smoke& Mirrors Unisex Beauty Salon&bridal Studio,Beauty Parlour,Kannur,918652676207.0,4.9,115.0,,93,146250,"You have 115 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Glitz Beauty Clinic-groom Make Up In Kannur,Beauty Parlour,Kannur,919048233639.0,4.6,125.0,,93,146250,"You have 125 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Makeup Artist Veena,Make-up Artist,Azhikode South,919497839548.0,5.0,126.0,,93,146250,"You have 126 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Soundarya Beauty World,Beauty Parlour,Kannur,919847003376.0,4.8,152.0,,93,146250,"You have 152 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Le Blush Makeover By Meera,Make-up Artist,Alappuzha,917907803310.0,5.0,156.0,,93,146250,"You have 156 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Calanthe Caterers And Events,Event Management Company,Alappuzha,917012904125.0,4.8,185.0,,93,1170000,"You have 185 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
BNY NATION - World PR & Hospitality,Public Relations Firm,Alappuzha,919746897772.0,4.9,120.0,,93,146250,"You have 120 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
The Cake Garden,Bakery And Cake Shop,Alappuzha,916238976940.0,4.8,175.0,,93,146250,"You have 175 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
RS Flora Flowers,Florist,Alappuzha,918606027124.0,4.9,100.0,,93,146250,"You have 100 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
NEW SAGAR EVENT MANAGEMENT,Event Planner,Thalassery,919497610786.0,4.8,187.0,,93,1462500,"You have 187 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
"Cover-up Fashion Boutique, Kannur",Dressmaker,Puthiyatheru,919400422373.0,4.6,133.0,,93,146250,"You have 133 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Malik Events,Event Management Company,Kannur,919995596622.0,4.6,127.0,,93,1170000,"You have 127 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
PRANAVAM EVENTS&CATERERS,Event Management Company,Chavara,919746595826.0,5.0,156.0,,93,1170000,"You have 156 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
S Photography Wedding Company,Photography Studio,Chirakkara,918606292956.0,5.0,120.0,,93,146250,"You have 120 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Glitz Caterers N Events,Event Management Company,,918330008090.0,4.9,103.0,,93,1170000,"You have 103 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
AJ Caterers & Event Planning,Event Management Company,Thevalakkara,919544394580.0,5.0,101.0,,93,1170000,"You have 101 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
The Grand Day Events Kollam,Event Management Company,Kollam,918089541468.0,4.6,130.0,,93,1170000,"You have 130 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
FACETUNE BEAUTY LOUNGE,Beauty Parlour,Nenmanikkara,918714324544.0,4.6,168.0,,93,146250,"You have 168 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
FEMIN BRIDAL STUDIO HAIR STYLISTS SALOON LADIES AND KIDS KUNNAMKULAM GURUVAYOOR,Beauty Parlour,,919847405043.0,4.6,111.0,,93,146250,"You have 111 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Chempakam Beauty Care & Spa,Make-up Artist,Nemom,919400332296.0,4.8,122.0,,93,146250,"You have 122 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Farzanakhan’s Makeover Studio & Academy,Hostel,Ernakulam,917909162514.0,4.9,124.0,,93,146250,"You have 124 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Beena's My Touch Beauty Salon,Beauty Parlour,Ernakulam,919249924994.0,4.7,173.0,,93,146250,"You have 173 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
"Asha Manu's Makeover & Salon | Salon In Kundannoor, Maradu, Ernakulam | Hair Treatments, Saree Draping & Make-up In Ernakulam",Beauty Parlour,Ernakulam,918301034886.0,4.9,104.0,,93,146250,"You have 104 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
SIMIS BEAUTY STUDIO,Beauty Parlour,Ernakulam,919847769561.0,4.8,138.0,,93,146250,"You have 138 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Stylish Beauty Zone,Beauty Parlour,Balussery,919605127979.0,4.9,147.0,,93,146250,"You have 147 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Blue Daimond Catering & Events,Event Management Company,Palakkad,918848966507.0,4.8,134.0,,93,1170000,"You have 134 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
LT Wedding Films,Wedding Photographer,Pathanamthitta,919037358394.0,4.9,126.0,,93,438750,"You have 126 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Carnival Decoration,Wedding Planner,Mezhuveli,919544851104.0,4.9,124.0,,93,1462500,"You have 124 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Malabar Flowers,Flower Delivery,Pathanamthitta,919847414226.0,4.9,112.0,,93,146250,"You have 112 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Rainbow Weddings & Events,Event Management Company,Konni,919946103703.0,4.9,105.0,,93,1170000,"You have 105 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Ambily's Kitchen Homely Catering,Caterer,Muttil North,916282645929.0,4.9,129.0,,93,292500,"You have 129 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Jaza Home Made Cakes Sulthan Bathery Wayanad,Bakery And Cake Shop,Sultan Bathery,919645040765.0,4.8,110.0,,93,146250,"You have 110 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
"Kalidasa Tree House And Villa, Wayanad",,,917510963676.0,4.8,184.0,,93,146250,"You have 184 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
CKV,Caterer,Palakkad,919633298987.0,4.9,191.0,,93,292500,"You have 191 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Sunnys Caterers And Events,Caterer,Ithithanam,918547920037.0,5.0,107.0,,93,292500,"You have 107 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
